name,category,status,expected_type,default_value,effect_role,remarks,target_parameters,source_paths,milestones,source_inventory
INJECT_Q6_STRENGTH,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double,1.0 pour liquid; 0.0 pour gas,Définit q6StrengthDeclared de l’espèce injectée.,"En independent_masked, zéro garantit aucune correction directe.",,scripts/run_ok_injection_type1_into_type2_empty.sh,,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INJECT_TO_BACKGROUND_MASS_RATIO,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double >0,100 liquid->gas; 0.01 gas->liquid; 10 sinon,Fixe le rapport de masses particulaires injectée/fond et les masses cellulaires de référence dérivées.,Ne pas confondre avec la fraction volumique; le masque Q6 utilise mass/referenceCellMass.,,scripts/run_ok_injection_type1_into_type2_empty.sh,,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INLET_FACE,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,left,Face portant le segment inlet.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INLET_SMAX,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,1.0,Coordonnée relative maximale du segment inlet.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INLET_SMIN,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,STEP_YMAX/Ly,Coordonnée relative minimale du segment inlet.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INPUT_STATE,Alias script état initial,ajout/documenté 0426,chemin fichier,selon cas,Alias de STATE_SOURCE pour fournir l’état initial .smpcd.,Utilisé dans les scripts 0411/0414/0416.,inputState,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
KINETIC_REFLECTION_FRACTION,Alias runner — interface cinétique / évaporation,runner alias courant; production x12 = 1.0,"double [0,1]",1.0 dans runners x12 de production; défaut SimulationParams=0.0,Surcharge phaseInterfaceKineticReflectionFraction.,"Avec r>0, la validation Params impose speciesQ6Mode=free_surface_masked, q6ForceProjectionMode=prestream_single_fused, B=vacuum et exactement une espèce A projetée. x10o n'est actif que pour r>=1; r<1 bascule sur le chemin cinétique historique.",phaseInterfaceKineticReflectionFraction;q6ForceProjectionMode;speciesQ6Mode,include/simulation_params.h;scripts/run_0493x12d_jfm524_measurement_case.sh;src/cuda_q6_resident_0400.cu;src/params_io_base.cpp,x10o,cycle_0493x9_surface_tension + 0493x10q_surface_free + 0493x11c_validation_20260822 + snap_260826_code_audit_20260826
LIQUID_KBT,Runner x14 — propriétés de phase,paramètre visible des runners x14,double >0,dépend du benchmark; Couette x14w: 0.02,Cible thermique de la phase liquide; écrite dans species0ThermostatTargetKBT selon le mapping de types.,"Alias runner, non lu directement par le C++.",,,,extension_x14_snapshot_030926
LIVE_PROGRESS,Alias runner / ergonomie | Runner qualification 0493x7i / progression,ajout/normalisé 0493w4–0493w8 | profil final x7q/x7i,booléen/int | booléen,1,Active l’affichage d’avancement des runs lorsque le runner commun le permet. | Contrôle le runner de qualification physique sans ajouter de clé backend propre.,Modalité de travail recommandée pour les campagnes longues. | Variable de script x7i; le runner transmet ensuite les paramètres/gates canoniques appropriés par mode. Profil gelé pour éviter le retour à des cas Poiseuille pathologiques.,,scripts/run_0493w8_tg_mono_dual_equivalence.sh;scripts/run_0493x7i_q6_g_f_physical_qualification.sh;scripts/run_ok_injection_type1_into_type2.sh;scripts/run_ok_injection_type1_into_type2_empty.sh,x7i;x7q,delta runners 0493w4–0493w8 / branche surf commit caa5b6b | mise à jour runner qualification 0493x7q
LIVE_VIS_ALPHA,Alias script livevis 0337,ajout 0337 | précisé 0436b,double,0.08,Lissage temporel visuel.,Principalement utile au fallback CPU. | 0436b: alpha est une persistance temporelle de displayScalar indépendante de smoothPasses; un changement de field ou particleTypeFilter force un reset d’une frame si le correctif 0436b est appliqué.,,src/live_visualization_0335.cpp,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | session_0436_particle_type_filter_livevis | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_CLIP,Alias script livevis 0337,ajout 0337,double; <=0 auto,-1,Échelle de saturation couleur.,Exemples: ux clip 0.2–0.5; vorticity clip 5–20 selon cas. | 0341b/0341d: sert aussi à initialiser le fichier livevis_control.kv généré par les scripts.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_COLORMAP,Alias script livevis colormap,ajout 0342a,enum: blue_red | gray | thermal,blue_red,Colormap initial exporté en SRC_LIVE_VIS_COLORMAP et écrit dans le fichier livevis_control.kv créé par les scripts.,Peut ensuite être changé à chaud via la clé colormap du fichier de contrôle.,,doc/livevis_colormap_control_0342a.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_BASENAME,Alias script livevis runtime control,ajout 0341d,nom de fichier,livevis_control.kv,"Nom du fichier utilisé avec LIVE_VIS_CONTROL_DIR ou, par défaut, dans le run_root.","Permet de distinguer plusieurs contrôles, par exemple vk_io.kv, tg_hole.kv, poiseuille.kv.",,doc/livevis_runtime_control_0341b_scripts.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_DIR,Alias script livevis runtime control,ajout 0341d,chemin répertoire,vide,Répertoire dans lequel créer le fichier de contrôle lorsque LIVE_VIS_CONTROL_FILE est vide.,Combiné avec LIVE_VIS_CONTROL_BASENAME. Exemple: LIVE_VIS_CONTROL_DIR=. LIVE_VIS_CONTROL_BASENAME=livevis_control.kv.,,doc/livevis_runtime_control_0341b_scripts.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_ENABLE,Alias script livevis runtime control,ajout 0341b; export explicite 0341c,booléen shell,1,Active la création/export du fichier de contrôle livevis dans les scripts portables.,"À 0, aucun fichier de contrôle n’est préparé et SRC_LIVE_VIS_CONTROL_FILE peut rester vide.",,doc/livevis_runtime_control_0341b_scripts.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_EVERY,Alias script livevis runtime control,ajout 0341b; export explicite 0341c,entier >= 1,1,Valeur script exportée en SRC_LIVE_VIS_CONTROL_EVERY.,Contrôle la fréquence de relecture côté binaire.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_FILE,Alias script livevis runtime control,ajout 0341b; clarifié 0341d,chemin fichier .kv,vide,Chemin explicite du fichier de contrôle livevis. Prioritaire sur LIVE_VIS_CONTROL_DIR et le chemin par défaut run_root.,"Utiliser ce paramètre, et non LIVE_VIS_CONTROL_FILE_EFFECTIVE, pour imposer un fichier tel que ./livevis_control.kv. Recommandé si CLEAN_RUN_ROOT=1 et que l’on veut un fichier persistant hors run_root.",,doc/livevis_runtime_control_0341b_scripts.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_FILE_EFFECTIVE,Alias script livevis runtime control interne,ajout 0341b; export explicite 0341c; clarifié 0341d,chemin fichier .kv résolu,résolu automatiquement,Chemin effectivement transmis au binaire via SRC_LIVE_VIS_CONTROL_FILE.,"Variable interne/résolue: ne pas la fixer manuellement. Ordre de résolution 0341d: LIVE_VIS_CONTROL_FILE, sinon LIVE_VIS_CONTROL_DIR+LIVE_VIS_CONTROL_BASENAME, sinon run_root/LIVE_VIS_CONTROL_BASENAME.",,doc/livevis_runtime_control_0341b_scripts.md,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CONTROL_LOG,Alias script livevis runtime control,ajout 0341b; export explicite 0341c,booléen shell,1,Valeur script exportée en SRC_LIVE_VIS_CONTROL_LOG.,Les logs livevis sont dans le .time car le stderr du binaire y est redirigé par le script.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
LIVE_VIS_CUDA_FIELD,Alias script livevis 0337,ajout 0337a,booléen,1,Active le renderer CUDA de champ.,Mode recommandé par défaut pour classic et resampling livevis. | 0339a: Défaut conservé : renderer CUDA field actif.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_CUDA_SNAPSHOT,Alias script livevis 0337,ajout 0336/0337,booléen,0,Active le snapshot compact expérimental.,Non fiable après resampling; garder à 0 sauf diagnostic.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_ENABLE,Alias script livevis 0337 | Alias script LiveVis / runners 0493x,ajout 0337 | documenté/fix runner 0493x6g-fix3,booléen | booléen/int 0|1,1 | 0 dans le runner final x6g,Active la visualisation dans les scripts portables livevis. | Contrôle l’activation de la fenêtre LiveVis au niveau des runners 0493x.,Exporté vers SRC_LIVE_VIS_ENABLE. Mettre 0 pour exécuter sans fenêtre. | 0493x6g-fix3 corrige le runner final pour respecter la valeur fournie par l’appelant au lieu de forcer 0.,,scripts/run_0493x5b_liquid_gas_free_surface_dam_break.sh;scripts/run_0493x6g_final_dam_break.sh,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv | mise à jour 0493x6g-fix3
LIVE_VIS_EVERY,Alias script livevis 0337,ajout 0337 | mis à jour 0339a | mis à jour 0433a,entier >0,25 | 20,"Cadence de visualisation live : une frame toutes les N étapes. | Depuis 0433a, cette cadence est aussi la valeur suivie par recordEvery quand recordEvery est absent ou <=0. | Cadence de rendu livevis.","Exporté vers SRC_LIVE_VIS_EVERY. | 0339a: défaut réduit à 25 pour limiter le coût livevis; mesures indicatives 500 steps: every1≈45.4s, every25≈32.8–38.7s selon bruit. Override possible par environnement. | 0433a: initialise SRC_LIVE_VIS_EVERY au démarrage; peut ensuite être remplacé à chaud par livevis_control.kv:liveEvery/every/visualEvery.",,src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | session_0433a_wysiwyr | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_FIELD,Alias script livevis 0337,ajout 0337,ux|uy|speed|vorticity|mass|density,dépend du script,Champ affiché par défaut dans la fenêtre live.,"Par défaut: VK/TG=vorticity, Poiseuille=ux, backward-step/box=speed. | 0341b/0341d: sert aussi à initialiser le fichier livevis_control.kv généré par les scripts.",,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_FORCE_HOST_MIRROR,Alias script livevis 0337,ajout 0335c,booléen,0,Force le miroir hôte pour visualisation.,Debug seulement. | 0339a: Défaut conservé : éviter le host mirror forcé livevis.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_GAIN,Alias script livevis 0337,ajout 0337,double >0,1.0,Gain couleur.,Réduire si la colormap est saturée; augmenter si le contraste est faible. | 0341b/0341d: sert aussi à initialiser le fichier livevis_control.kv généré par les scripts.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_HOLD_ON_EXIT,Alias script livevis | Alias script LiveVis / runners 0493x,ajout/documenté 0426 | documenté/fix runner 0493x6g-fix3,booléen | booléen/int 0|1,1 | 0 dans le runner final x6g,Alias script exporté vers SRC_LIVE_VIS_HOLD_ON_EXIT. | Demande de conserver la fenêtre LiveVis ouverte à la fin du run.,"Les alias script sont résolus avant écriture du .kv ou export de l’environnement. | À utiliser avec LIVE_VIS_ENABLE=1. En runner apparié, RUN_ZERO_REFERENCE=0 évite de bloquer après la référence. 0493x6g-fix3 respecte désormais cette valeur.",,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_0493x5b_liquid_gas_free_surface_dam_break.sh;scripts/run_0493x6g_final_dam_break.sh;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426 | mise à jour 0493x6g-fix3
LIVE_VIS_LOG_SOURCE,Alias script livevis 0337,ajout 0337d | mis à jour 0339a,booléen,0,Contrôle le log de source/fallback livevis. | Affiche le statut source livevis sur une ligne.,Exporté vers SRC_LIVE_VIS_LOG_SOURCE; depuis 0337d ne spamme plus le terminal. | 0339a: défaut réduit à 0 pour éviter le bruit de logs; remettre à 1 pour debug.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_NX,Alias script livevis 0337,ajout 0337,entier,300,Résolution x du champ livevis.,Exporté vers SRC_LIVE_VIS_NX.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_NY,Alias script livevis 0337,ajout 0337,entier,80,Résolution y du champ livevis.,Exporté vers SRC_LIVE_VIS_NY.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_QUANTILE,Alias script livevis 0337,ajout 0337,"double dans (0,1]",0.995,Quantile auto de mise à l’échelle.,Limiter les outliers dans le fallback CPU.,,,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_params_added_0337_livevis.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv
LIVE_VIS_QUIVER_MIN_SPEED,Alias script livevis quiver,ajout 0364,double >= 0,0,Alias script exportable vers SRC_LIVE_VIS_QUIVER_MIN_SPEED.,,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
LIVE_VIS_QUIVER_NX,Alias script livevis quiver,ajout 0364,entier >= 1,60,Alias script exportable vers SRC_LIVE_VIS_QUIVER_NX.,,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
LIVE_VIS_QUIVER_NY,Alias script livevis quiver,ajout 0364,entier >= 1,32,Alias script exportable vers SRC_LIVE_VIS_QUIVER_NY.,,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
LIVE_VIS_QUIVER_SCALE,Alias script livevis quiver,ajout 0364,double,-1,Alias script exportable vers SRC_LIVE_VIS_QUIVER_SCALE.,<0 désactive l’overlay.,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
